Nome da campanha,Dia,Status de veiculação,Nível de veiculação,Nome da conta,Identificação da conta,Valor usado (BRL),Impressões,Alcance,Cliques no link,CPC (custo por clique no link),Tipo de resultado,Resultados,Custo por resultado,Início dos relatórios,Encerramento dos relatórios
[JUL]_[N]_CARD_Move Brasil,2026-07-28,active,campaign,SuperAuto GAC,952398236874786,82.81,3450,2312,55,150.563.636,Conversas por mensagem iniciadas,21,394.333.333,2026-07-28,2026-07-28
[JUL]_[N]_Vários formatos_Oferta,2026-07-28,inactive,campaign,SuperAuto GAC,952398236874786,64.62,1504,1044,13,497.076.923,Conversas por mensagem iniciadas,5,12.924,2026-07-28,2026-07-28
[JUL]_[SN]_Carrossel_Oferta,2026-07-28,active,campaign,SuperAuto GAC,952398236874786,81.62,1950,1525,24,340.083.333,Conversas por mensagem iniciadas,1,81.62,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta [BC],2026-07-28,inactive,campaign,SuperAuto GAC,952398236874786,165.02,7619,5464,127,129.937.008,Leads (formulário),5,33.004,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta [FLN],2026-07-28,inactive,campaign,SuperAuto GAC,952398236874786,178.18,8753,6250,150,118.786.667,Leads (formulário),11,1.619.818.182,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-28,active,campaign,SuperAuto GAC,952398236874786,18.8,1101,1043,12,156.666.667,,,,2026-07-28,2026-07-28
[JUL]_[N]_Card_Oferta [BC],2026-07-27,inactive,campaign,SuperAuto GAC,952398236874786,160.33,8940,6543,123,130.349.593,Leads (formulário),4,400.825,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-27,active,campaign,SuperAuto GAC,952398236874786,16.86,1028,939,23,73.304.348,,,,2026-07-27,2026-07-27
[JUL]_[N]_Card_Oferta [FLN],2026-07-27,inactive,campaign,SuperAuto GAC,952398236874786,175.95,10930,7933,169,104.112.426,Leads (formulário),17,10.35,2026-07-27,2026-07-27
[JUL]_[N]_CARD_Move Brasil,2026-07-27,active,campaign,SuperAuto GAC,952398236874786,45.59,1800,1357,30,151.966.667,Conversas por mensagem iniciadas,18,253.277.778,2026-07-27,2026-07-27
[JUL]_[SN]_Carrossel_Oferta,2026-07-27,active,campaign,SuperAuto GAC,952398236874786,80.7,2296,1940,29,278.275.862,Conversas por mensagem iniciadas,2,40.35,2026-07-27,2026-07-27
[JUL]_[N]_Vários formatos_Oferta,2026-07-27,inactive,campaign,SuperAuto GAC,952398236874786,55.72,1570,1126,11,506.545.455,Conversas por mensagem iniciadas,4,13.93,2026-07-27,2026-07-27
[JUL]_[N]_Vários formatos_Oferta,2026-07-26,inactive,campaign,SuperAuto GAC,952398236874786,53.45,1760,1275,12,445.416.667,Conversas por mensagem iniciadas,3,1.781.666.667,2026-07-26,2026-07-26
[JUL]_[SN]_Carrossel_Oferta,2026-07-26,active,campaign,SuperAuto GAC,952398236874786,75.58,2135,1751,47,160.808.511,Conversas por mensagem iniciadas,4,18.895,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta [BC],2026-07-26,inactive,campaign,SuperAuto GAC,952398236874786,184.19,9093,6818,136,135.433.824,Leads (formulário),11,1.674.454.545,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta [FLN],2026-07-26,inactive,campaign,SuperAuto GAC,952398236874786,193.03,10977,7905,166,116.283.133,Leads (formulário),10,19.303,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-26,active,campaign,SuperAuto GAC,952398236874786,22.45,1433,1337,21,106.904.762,,,,2026-07-26,2026-07-26
[JUL]_[N]_Card_Oferta,2026-07-25,inactive,campaign,SuperAuto GAC,952398236874786,26.59,499,415,3,886.333.333,Conversas por mensagem iniciadas,1,26.59,2026-07-25,2026-07-25
[JUL]_[N]_Vários formatos_Oferta,2026-07-25,inactive,campaign,SuperAuto GAC,952398236874786,33.99,1090,819,14,242.785.714,Conversas por mensagem iniciadas,3,11.33,2026-07-25,2026-07-25
[JUL]_[SN]_Carrossel_Oferta,2026-07-25,active,campaign,SuperAuto GAC,952398236874786,34.04,1105,920,16,2.1275,Conversas por mensagem iniciadas,1,34.04,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta [BC],2026-07-25,inactive,campaign,SuperAuto GAC,952398236874786,107.12,5417,4189,85,126.023.529,Leads (formulário),1,107.12,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta [FLN],2026-07-25,inactive,campaign,SuperAuto GAC,952398236874786,123.49,6593,5019,110,112.263.636,Leads (formulário),6,2.058.166.667,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-25,active,campaign,SuperAuto GAC,952398236874786,16.59,958,932,14,1.185,,,,2026-07-25,2026-07-25
[JUL]_[N]_Card_Oferta [BC],2026-07-24,inactive,campaign,SuperAuto GAC,952398236874786,135.43,5979,4587,98,138.193.878,Leads (formulário),6,2.257.166.667,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-24,active,campaign,SuperAuto GAC,952398236874786,19.65,1028,975,19,103.421.053,,,,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta [FLN],2026-07-24,inactive,campaign,SuperAuto GAC,952398236874786,144.98,7107,5316,128,113.265.625,Leads (formulário),12,1.208.166.667,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta,2026-07-24,inactive,campaign,SuperAuto GAC,952398236874786,49.89,1117,858,8,623.625,Conversas por mensagem iniciadas,2,24.945,2026-07-24,2026-07-24
[JUL]_[SN]_Carrossel_Oferta,2026-07-24,active,campaign,SuperAuto GAC,952398236874786,39.45,1291,1076,19,207.631.579,Conversas por mensagem iniciadas,1,39.45,2026-07-24,2026-07-24
[JUL]_[N]_Vários formatos_Oferta,2026-07-24,inactive,campaign,SuperAuto GAC,952398236874786,48.7,1324,1010,16,304.375,Conversas por mensagem iniciadas,5,9.74,2026-07-24,2026-07-24
[JUL]_[N]_Card_Oferta,2026-07-23,inactive,campaign,SuperAuto GAC,952398236874786,46.84,1364,1154,4,11.71,Conversas por mensagem iniciadas,1,46.84,2026-07-23,2026-07-23
[JUL]_[N]_Vários formatos_Oferta,2026-07-23,inactive,campaign,SuperAuto GAC,952398236874786,42.8,1228,855,21,203.809.524,Conversas por mensagem iniciadas,7,611.428.571,2026-07-23,2026-07-23
[JUL]_[SN]_Carrossel_Oferta,2026-07-23,active,campaign,SuperAuto GAC,952398236874786,47.41,1228,963,14,338.642.857,Conversas por mensagem iniciadas,1,47.41,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta [BC],2026-07-23,inactive,campaign,SuperAuto GAC,952398236874786,134.04,6351,4807,103,130.135.922,Leads (formulário),11,1.218.545.455,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta [FLN],2026-07-23,inactive,campaign,SuperAuto GAC,952398236874786,151.31,7644,5535,118,128.228.814,Leads (formulário),13,1.163.923.077,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-23,active,campaign,SuperAuto GAC,952398236874786,18.55,982,947,19,97.631.579,,,,2026-07-23,2026-07-23
[JUL]_[N]_Card_Oferta,2026-07-22,inactive,campaign,SuperAuto GAC,952398236874786,49.33,2431,2179,19,259.631.579,Conversas por mensagem iniciadas,4,12.3325,2026-07-22,2026-07-22
[JUL]_[N]_Vários formatos_Oferta,2026-07-22,inactive,campaign,SuperAuto GAC,952398236874786,51.13,1674,1247,17,300.764.706,Conversas por mensagem iniciadas,3,1.704.333.333,2026-07-22,2026-07-22
[JUL]_[SN]_Carrossel_Oferta,2026-07-22,active,campaign,SuperAuto GAC,952398236874786,65.31,1605,1235,30,2.177,Conversas por mensagem iniciadas,3,21.77,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta [BC],2026-07-22,inactive,campaign,SuperAuto GAC,952398236874786,160.52,7381,5651,110,145.927.273,Leads (formulário),5,32.104,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta [FLN],2026-07-22,inactive,campaign,SuperAuto GAC,952398236874786,168.59,8737,6311,139,12.128.777,Leads (formulário),11,1.532.636.364,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-22,active,campaign,SuperAuto GAC,952398236874786,21.85,1183,1076,20,1.0925,,,,2026-07-22,2026-07-22
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-21,active,campaign,SuperAuto GAC,952398236874786,19.24,1042,1001,16,1.2025,Leads (formulário),1,19.24,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta [BC],2026-07-21,inactive,campaign,SuperAuto GAC,952398236874786,168.22,8152,6046,112,150.196.429,Leads (formulário),13,12.94,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta [FLN],2026-07-21,inactive,campaign,SuperAuto GAC,952398236874786,174.32,9353,6878,162,107.604.938,Leads (formulário),14,1.245.142.857,2026-07-21,2026-07-21
[JUL]_[N]_Vários formatos_Oferta,2026-07-21,inactive,campaign,SuperAuto GAC,952398236874786,61.34,1614,1134,28,219.071.429,Conversas por mensagem iniciadas,3,2.044.666.667,2026-07-21,2026-07-21
[JUL]_[SN]_Carrossel_Oferta,2026-07-21,active,campaign,SuperAuto GAC,952398236874786,80.51,2239,1724,36,223.638.889,Conversas por mensagem iniciadas,3,2.683.666.667,2026-07-21,2026-07-21
[JUL]_[N]_Card_Oferta,2026-07-21,inactive,campaign,SuperAuto GAC,952398236874786,34.84,1038,875,4,8.71,Conversas por mensagem iniciadas,1,34.84,2026-07-21,2026-07-21
[JUL]_[N]_Vários formatos_Oferta,2026-07-20,inactive,campaign,SuperAuto GAC,952398236874786,63.49,1765,1247,26,244.192.308,Conversas por mensagem iniciadas,3,2.116.333.333,2026-07-20,2026-07-20
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-20,inactive,campaign,SuperAuto GAC,952398236874786,0,0,0,,,Conversas por mensagem iniciadas,1,0,2026-07-20,2026-07-20
[JUL]_[SN]_Carrossel_Oferta,2026-07-20,active,campaign,SuperAuto GAC,952398236874786,80.51,2619,1874,57,141.245.614,,,,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta [BC],2026-07-20,inactive,campaign,SuperAuto GAC,952398236874786,159.61,8675,6310,120,133.008.333,Leads (formulário),7,2.280.142.857,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta [FLN],2026-07-20,inactive,campaign,SuperAuto GAC,952398236874786,172.95,10374,7474,134,129.067.164,Leads (formulário),12,144.125,2026-07-20,2026-07-20
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-20,active,campaign,SuperAuto GAC,952398236874786,20.58,1111,1088,16,128.625,,,,2026-07-20,2026-07-20
[JUL]_[N]_Vários formatos_Oferta,2026-07-19,inactive,campaign,SuperAuto GAC,952398236874786,48.21,1417,948,15,3.214,,,,2026-07-19,2026-07-19
[JUL]_[SN]_Carrossel_Oferta,2026-07-19,active,campaign,SuperAuto GAC,952398236874786,72.08,2797,2155,39,184.820.513,Conversas por mensagem iniciadas,1,72.08,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta [BC],2026-07-19,inactive,campaign,SuperAuto GAC,952398236874786,184.31,9316,7179,151,122.059.603,Leads (formulário),12,1.535.916.667,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta [FLN],2026-07-19,inactive,campaign,SuperAuto GAC,952398236874786,183.18,9901,7560,163,112.380.368,Leads (formulário),9,2.035.333.333,2026-07-19,2026-07-19
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-19,active,campaign,SuperAuto GAC,952398236874786,23.38,1278,1254,20,1.169,,,,2026-07-19,2026-07-19
[JUL]_[N]_Vários formatos_Oferta,2026-07-18,inactive,campaign,SuperAuto GAC,952398236874786,44.09,1361,872,15,293.933.333,Conversas por mensagem iniciadas,2,22.045,2026-07-18,2026-07-18
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-18,inactive,campaign,SuperAuto GAC,952398236874786,55.47,919,728,3,18.49,Conversas por mensagem iniciadas,1,55.47,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta,2026-07-18,inactive,campaign,SuperAuto GAC,952398236874786,17.51,596,497,5,3.502,Conversas por mensagem iniciadas,2,8.755,2026-07-18,2026-07-18
[JUL]_[SN]_Carrossel_Oferta,2026-07-18,active,campaign,SuperAuto GAC,952398236874786,27.11,1249,955,29,93.482.759,Conversas por mensagem iniciadas,2,13.555,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta [BC],2026-07-18,inactive,campaign,SuperAuto GAC,952398236874786,115.45,5972,4708,95,121.526.316,Leads (formulário),4,288.625,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta [FLN],2026-07-18,inactive,campaign,SuperAuto GAC,952398236874786,126.61,6576,5016,139,91.086.331,Leads (formulário),9,1.406.777.778,2026-07-18,2026-07-18
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-18,active,campaign,SuperAuto GAC,952398236874786,19.75,1131,1093,15,131.666.667,Leads (formulário),1,19.75,2026-07-18,2026-07-18
[JUL]_[N]_Vários formatos_Oferta,2026-07-17,inactive,campaign,SuperAuto GAC,952398236874786,30.55,1019,703,8,381.875,Conversas por mensagem iniciadas,1,30.55,2026-07-17,2026-07-17
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-17,inactive,campaign,SuperAuto GAC,952398236874786,116.8,2229,1684,19,614.736.842,Conversas por mensagem iniciadas,6,1.946.666.667,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta,2026-07-17,inactive,campaign,SuperAuto GAC,952398236874786,43.1,1394,1105,16,269.375,,,,2026-07-17,2026-07-17
[JUL]_[SN]_Carrossel_Oferta,2026-07-17,active,campaign,SuperAuto GAC,952398236874786,47.6,1792,1320,37,128.648.649,,,,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta [BC],2026-07-17,inactive,campaign,SuperAuto GAC,952398236874786,206.42,8739,6694,121,170.595.041,Leads (formulário),6,3.440.333.333,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta [FLN],2026-07-17,inactive,campaign,SuperAuto GAC,952398236874786,197.01,9697,6898,151,130.470.199,Leads (formulário),11,17.91,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-17,active,campaign,SuperAuto GAC,952398236874786,60.46,2828,2595,47,128.638.298,Leads (formulário),3,2.015.333.333,2026-07-17,2026-07-17
[JUL]_[N]_Card_Oferta [FLN],2026-07-16,inactive,campaign,SuperAuto GAC,952398236874786,237.8,10561,7619,152,156.447.368,Leads (formulário),10,23.78,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-16,active,campaign,SuperAuto GAC,952398236874786,94,3338,2994,64,146.875,Leads (formulário),5,18.8,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta [BC],2026-07-16,inactive,campaign,SuperAuto GAC,952398236874786,225.73,9921,7137,123,183.520.325,Leads (formulário),14,1.612.357.143,2026-07-16,2026-07-16
[JUL]_[SN]_Carrossel_Oferta,2026-07-16,active,campaign,SuperAuto GAC,952398236874786,56.99,2366,1772,54,105.537.037,Conversas por mensagem iniciadas,4,142.475,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta,2026-07-16,inactive,campaign,SuperAuto GAC,952398236874786,47.42,1389,1112,24,197.583.333,Conversas por mensagem iniciadas,6,790.333.333,2026-07-16,2026-07-16
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-16,inactive,campaign,SuperAuto GAC,952398236874786,114.1,2666,2060,20,5.705,Conversas por mensagem iniciadas,2,57.05,2026-07-16,2026-07-16
[JUL]_[N]_Card_Oferta [BC],2026-07-15,inactive,campaign,SuperAuto GAC,952398236874786,251.47,10403,7611,182,13.817.033,Leads (formulário),5,50.294,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-15,active,campaign,SuperAuto GAC,952398236874786,87.63,2415,2159,37,236.837.838,Leads (formulário),2,43.815,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta [FLN],2026-07-15,inactive,campaign,SuperAuto GAC,952398236874786,242.97,10843,7804,172,141.261.628,Leads (formulário),11,2.208.818.182,2026-07-15,2026-07-15
[JUL]_[SN]_Carrossel_Oferta,2026-07-15,active,campaign,SuperAuto GAC,952398236874786,59.18,2275,1739,34,174.058.824,Conversas por mensagem iniciadas,2,29.59,2026-07-15,2026-07-15
[JUL]_[N]_Card_Oferta,2026-07-15,inactive,campaign,SuperAuto GAC,952398236874786,52.87,1389,1081,12,440.583.333,Conversas por mensagem iniciadas,6,881.166.667,2026-07-15,2026-07-15
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-15,inactive,campaign,SuperAuto GAC,952398236874786,98.66,2195,1560,7,1.409.428.571,Conversas por mensagem iniciadas,2,49.33,2026-07-15,2026-07-15
[JUL]_[N]_Card/vídeo_GS3 evento,2026-07-14,inactive,campaign,SuperAuto GAC,952398236874786,07.08,188,150,2,3.54,,,,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta,2026-07-14,inactive,campaign,SuperAuto GAC,952398236874786,63.6,2043,1470,22,289.090.909,Conversas por mensagem iniciadas,5,12.72,2026-07-14,2026-07-14
[JUL]_[SN]_Carrossel_Oferta,2026-07-14,active,campaign,SuperAuto GAC,952398236874786,77.78,1779,1343,32,2.430.625,,,,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta [BC],2026-07-14,inactive,campaign,SuperAuto GAC,952398236874786,238.95,11053,7823,154,155.162.338,Leads (formulário),9,26.55,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta [FLN],2026-07-14,inactive,campaign,SuperAuto GAC,952398236874786,240.99,10678,7983,175,137.708.571,Leads (formulário),19,1.268.368.421,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-14,active,campaign,SuperAuto GAC,952398236874786,97.25,2528,2130,46,211.413.043,Leads (formulário),4,243.125,2026-07-14,2026-07-14
[JUL]_[N]_Card_Oferta [FLN],2026-07-13,inactive,campaign,SuperAuto GAC,952398236874786,245.54,14390,10293,200,1.2277,Leads (formulário),11,2.232.181.818,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-13,active,campaign,SuperAuto GAC,952398236874786,112.06,3269,2716,58,193.206.897,Leads (formulário),2,56.03,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta [BC],2026-07-13,inactive,campaign,SuperAuto GAC,952398236874786,243.48,12711,9185,157,155.082.803,Leads (formulário),15,16.232,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta,2026-07-13,inactive,campaign,SuperAuto GAC,952398236874786,54.36,1521,1143,17,319.764.706,Conversas por mensagem iniciadas,4,13.59,2026-07-13,2026-07-13
[JUL]_[SN]_Carrossel_Oferta,2026-07-13,active,campaign,SuperAuto GAC,952398236874786,76.06,1480,1129,29,262.275.862,Conversas por mensagem iniciadas,5,15.212,2026-07-13,2026-07-13
[JUL]_[N]_Card_Oferta,2026-07-12,inactive,campaign,SuperAuto GAC,952398236874786,53.52,1749,1240,13,411.692.308,Conversas por mensagem iniciadas,5,10.704,2026-07-12,2026-07-12
[JUL]_[SN]_Carrossel_Oferta,2026-07-12,active,campaign,SuperAuto GAC,952398236874786,75.02,2261,1684,32,2.344.375,Conversas por mensagem iniciadas,1,75.02,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta [BC],2026-07-12,inactive,campaign,SuperAuto GAC,952398236874786,288.91,13984,9848,188,153.675.532,Leads (formulário),12,2.407.583.333,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta [FLN],2026-07-12,inactive,campaign,SuperAuto GAC,952398236874786,282.93,15425,10507,251,112.721.116,Leads (formulário),29,97.562.069,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-12,active,campaign,SuperAuto GAC,952398236874786,116.1,5264,4649,94,123.510.638,Leads (formulário),5,23.22,2026-07-12,2026-07-12
[JUL]_[N]_Card_Oferta,2026-07-11,inactive,campaign,SuperAuto GAC,952398236874786,33.7,910,696,8,4.2125,Conversas por mensagem iniciadas,6,561.666.667,2026-07-11,2026-07-11
[JUL]_[SN]_Carrossel_Oferta,2026-07-11,active,campaign,SuperAuto GAC,952398236874786,44.11,1884,1483,18,245.055.556,,,,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta [BC],2026-07-11,inactive,campaign,SuperAuto GAC,952398236874786,195.19,9219,6330,124,15.741.129,Leads (formulário),7,2.788.428.571,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta [FLN],2026-07-11,inactive,campaign,SuperAuto GAC,952398236874786,197.47,9507,6633,166,118.957.831,Leads (formulário),18,1.097.055.556,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-11,active,campaign,SuperAuto GAC,952398236874786,119.72,5136,4414,82,1.46,Leads (formulário),6,1.995.333.333,2026-07-11,2026-07-11
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-10,active,campaign,SuperAuto GAC,952398236874786,112.9,3827,3290,69,163.623.188,Leads (formulário),2,56.45,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta [FLN],2026-07-10,inactive,campaign,SuperAuto GAC,952398236874786,217.15,9519,6275,156,139.198.718,Leads (formulário),11,1.974.090.909,2026-07-10,2026-07-10
[JUL]_[SN]_Carrossel_Oferta,2026-07-10,active,campaign,SuperAuto GAC,952398236874786,59.02,1645,1207,24,245.916.667,Conversas por mensagem iniciadas,2,29.51,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta [BC],2026-07-10,inactive,campaign,SuperAuto GAC,952398236874786,203.26,7713,5395,118,172.254.237,Leads (formulário),13,1.563.538.462,2026-07-10,2026-07-10
[JUL]_[N]_Card_Oferta,2026-07-10,inactive,campaign,SuperAuto GAC,952398236874786,36.07,728,584,14,257.642.857,Conversas por mensagem iniciadas,5,7.214,2026-07-10,2026-07-10
[JUL]_[SN]_Carrossel_Oferta,2026-07-09,active,campaign,SuperAuto GAC,952398236874786,59.12,1632,1136,19,311.157.895,Conversas por mensagem iniciadas,2,29.56,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta [BC],2026-07-09,inactive,campaign,SuperAuto GAC,952398236874786,131.67,5410,3857,68,193.632.353,Leads (formulário),7,18.81,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta [FLN],2026-07-09,inactive,campaign,SuperAuto GAC,952398236874786,204.54,8508,5773,157,130.280.255,Leads (formulário),18,1.136.333.333,2026-07-09,2026-07-09
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-09,active,campaign,SuperAuto GAC,952398236874786,105.4,2996,2468,46,229.130.435,Leads (formulário),4,26.35,2026-07-09,2026-07-09
[JUL]_[SN]_Carrossel_Oferta,2026-07-08,active,campaign,SuperAuto GAC,952398236874786,39.83,1067,852,15,265.533.333,Conversas por mensagem iniciadas,3,1.327.666.667,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta [BC],2026-07-08,inactive,campaign,SuperAuto GAC,952398236874786,169.11,6182,4344,78,216.807.692,Leads (formulário),10,16.911,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta [FLN],2026-07-08,inactive,campaign,SuperAuto GAC,952398236874786,231.09,8406,5522,139,166.251.799,Leads (formulário),17,1.359.352.941,2026-07-08,2026-07-08
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-08,active,campaign,SuperAuto GAC,952398236874786,102.87,2650,1943,34,302.558.824,Leads (formulário),5,20.574,2026-07-08,2026-07-08
[JUN]_[SN]_Card_Oferta,2026-07-08,inactive,campaign,SuperAuto GAC,952398236874786,35.92,1018,809,10,3.592,Conversas por mensagem iniciadas,1,35.92,2026-07-08,2026-07-08
[JUL]_[N]_Card_Modelo [BC],2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,77.49,2444,1751,29,267.206.897,Leads (formulário),1,77.49,2026-07-07,2026-07-07
[JUN]_[SN]_Card_Oferta,2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,89.01,1843,1412,28,317.892.857,Conversas por mensagem iniciadas,7,1.271.571.429,2026-07-07,2026-07-07
[JUL]_[N]_Card_Modelo [FLN],2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,72.28,2668,1915,38,190.210.526,Leads (formulário),6,1.204.666.667,2026-07-07,2026-07-07
[JUN]_[N]_Card_Aion UT,2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,105.54,3545,2982,38,277.736.842,Leads (formulário),4,26.385,2026-07-07,2026-07-07
[JUL]_[N]_Card_Oferta PCD/TAXI,2026-07-07,active,campaign,SuperAuto GAC,952398236874786,82.21,2753,1874,22,373.681.818,Leads (formulário),3,2.740.333.333,2026-07-07,2026-07-07
[JUL]_[N]_Card_Oferta [FLN],2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,38.97,1676,1426,29,13.437.931,Leads (formulário),7,556.714.286,2026-07-07,2026-07-07
[JUL]_[N]_Card_Oferta [BC],2026-07-07,inactive,campaign,SuperAuto GAC,952398236874786,61.76,2307,1894,26,237.538.462,Leads (formulário),3,2.058.666.667,2026-07-07,2026-07-07
